Time (s),Throttle (Ã‚Âµs),Rotation speed (rpm),Thrust (kgf),Voltage (V),Current (A),Electrical power (W),Propulsion system efficiency (gf/W),motor manufacturer,motor kv,propeller size(diameter),propeller size(pitch),propeller manufacturer,ESC manufacturer,ESC limit,
17.8798608,1300,4283,0.054295064,12.69181577,0.46947691,5.958514457,9.112181241,,1300,6,4.5,Master Airscrew,Hobbywing,35,
21.7553104,1325,4616,0.06426014,12.68340454,0.568410569,7.209381191,8.913405744,,1300,6,4.5,Master Airscrew,Hobbywing,35,
25.6304884,1350,4956,0.073914674,12.67380726,0.680480217,8.624275111,8.570537626,,1300,6,4.5,Master Airscrew,Hobbywing,35,
29.531346,1375,5302,0.078556371,12.66645255,0.773714482,9.800217773,8.015778067,,1300,6,4.5,Master Airscrew,Hobbywing,35,
33.4311394,1400,5591,0.091890542,12.65551992,0.926216274,11.72174851,7.839320397,,1300,6,4.5,Master Airscrew,Hobbywing,35,
37.3319378,1425,5885,0.103214364,12.64286481,1.054480553,13.33165507,7.742051809,,1300,6,4.5,Master Airscrew,Hobbywing,35,
41.2315636,1450,6180,0.115209098,12.62959547,1.215659177,15.35328363,7.503873504,,1300,6,4.5,Master Airscrew,Hobbywing,35,
45.1066728,1475,6489,0.124577657,12.61686378,1.348804617,17.01768412,7.320482418,,1300,6,4.5,Master Airscrew,Hobbywing,35,
48.9821648,1500,6777,0.136257704,12.60097916,1.525965359,19.22865768,7.08617868,,1300,6,4.5,Master Airscrew,Hobbywing,35,
53.134204,1550,7274,0.164709631,12.57090476,1.921173794,24.15089279,6.820022431,,1300,6,4.5,Master Airscrew,Hobbywing,35,
57.2828438,1600,7804,0.192466533,12.53658507,2.376116419,29.78838564,6.461126672,,1300,6,4.5,Master Airscrew,Hobbywing,35,
61.4343494,1650,8337,0.220979172,12.49859809,2.833067942,35.40937757,6.240696307,,1300,6,4.5,Master Airscrew,Hobbywing,35,
65.5611526,1700,8881,0.25116564,12.45351138,3.422679412,42.624377,5.892535148,,1300,6,4.5,Master Airscrew,Hobbywing,35,
69.7106496,1750,9439,0.270866101,12.40761343,3.951756641,49.03186877,5.524286709,,1300,6,4.5,Master Airscrew,Hobbywing,35,
73.8610162,1800,9918,0.303530671,12.35965475,4.613733732,57.02415602,5.322843727,,1300,6,4.5,Master Airscrew,Hobbywing,35,
77.9867858,1850,10365,0.337404185,12.30216369,5.425218643,66.7419278,5.055355695,,1300,6,4.5,Master Airscrew,Hobbywing,35,
82.119823,1900,10816,0.369977779,12.23951692,6.263552087,76.66285173,4.826037261,,1300,6,4.5,Master Airscrew,Hobbywing,35,
86.3134078,1950,11149,0.40613491,12.1737449,7.168900874,87.27237043,4.653648207,,1300,6,4.5,Master Airscrew,Hobbywing,35,
0.2922654,1000,0,0.000254808,7.733407827,0.03580456,0.276891268,,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
9.4968794,1200,4650,0.024749519,7.723417082,0.592314122,4.574689009,5.410098778,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
13.5905456,1250,5627,0.0374598,7.717429997,0.890039596,6.86881828,5.453601771,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
17.6983204,1300,6455,0.050139756,7.709372101,1.228004416,9.467142984,5.296186577,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
21.5621944,1325,6835,0.057858284,7.704549613,1.416826898,10.91601313,5.300312815,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
25.416874,1350,7222,0.062720042,7.699211086,1.597597457,12.30024005,5.099090923,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
29.2757858,1375,7561,0.071299785,7.692773353,1.808574284,13.91295206,5.124705699,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
33.1249004,1400,7919,0.075942936,7.687142883,2.014566606,15.48626135,4.903890872,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
36.9612524,1425,8233,0.086034113,7.680899801,2.232492308,17.14754972,5.017283165,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
40.813303,1450,8498,0.09308695,7.675077466,2.43993686,18.72670441,4.970813243,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
44.6716398,1475,8808,0.100174713,7.667455231,2.645203102,20.28197636,4.939100187,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
48.5040366,1500,9103,0.106207394,7.658776178,2.903743217,22.23911938,4.775701417,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
52.6162938,1550,9787,0.122448164,7.64334698,3.512557995,26.84769954,4.560843791,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
56.725509,1600,10536,0.141967845,7.625093286,4.283849171,32.66474956,4.346209502,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
60.854954,1650,11389,0.167728357,7.60002766,5.356263146,40.70774806,4.120305469,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
64.9766174,1700,12164,0.192595118,7.572564755,6.490501501,49.14974291,3.918537641,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
69.0912918,1750,12987,0.226633511,7.534784845,7.952416692,59.91974878,3.782284072,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
73.207583,1800,13994,0.258561285,7.494277611,9.583397435,71.82064084,3.600097156,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
77.3568704,1850,14918,0.288206304,7.448789299,11.29565446,84.13895007,3.425361302,T-motor,3550,5.1,5.2,Gemfan,T-motor,35-40,
0.3722,1000,0,0.000533556,25.14542829,0.007906365,0.198808943,,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
4.1798374,1100,678,0.023235569,25.14440152,0.08889011,2.235088607,10.39581568,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
7.4295864,1150,1135,0.070747873,25.14228769,0.19981557,5.023820558,14.08248398,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
10.788677,1200,1585,0.151825719,25.139002,0.395295567,9.937336052,15.2783118,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
14.2969276,1250,2050,0.235558219,25.13251916,0.713904481,17.94221805,13.12871229,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
17.9523462,1300,2439,0.338459021,25.1251373,1.124938892,28.26424413,11.97481239,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
21.7400976,1350,2779,0.444651334,25.11435145,1.591959325,39.98102597,11.12155887,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
25.360282,1400,3175,0.578664431,25.10126062,2.244156228,56.33115035,10.27254773,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
28.9659068,1450,3562,0.741723941,25.08199527,3.102256428,77.81078104,9.532405805,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
32.349708,1500,3918,0.911555656,25.05988315,4.097408939,102.6805892,8.877584972,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
35.75651,1550,4249,1.065809897,25.03661897,5.243971866,131.2913255,8.117900352,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
39.2501668,1600,4546,1.221977042,25.01029371,6.46553134,161.7048378,7.556836631,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
42.8726876,1650,4845,1.378471812,24.9792664,7.788383477,194.5481057,7.085506216,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
46.5388382,1700,5099,1.559265523,24.94205758,9.390871509,234.2276579,6.65705125,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
50.1325248,1750,5350,1.689376468,24.90585757,10.88030643,270.9833623,6.23424425,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
53.4957844,1800,5727,1.866933891,24.86145439,12.77379127,317.575029,5.878717533,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
57.1412456,1850,5803,2.011336279,24.81242054,14.76531012,366.3630841,5.490008044,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
60.63359,1900,5973,2.098696122,24.77193984,16.02446936,396.9571909,5.286958317,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
64.2999434,1950,5901,2.096908044,24.74881618,16.20902004,401.1540574,5.227188921,Antigravity,380,15,5.5,Tarot,Hobbywing,40,
0.5016812,1000,0,0.000331606,12.51713336,0.037794605,0.47308011,,T-motor,3550,5.5,3.6,Gemfan,T-motor,30,
10.5697448,1200,7017,0.047089435,12.47820444,1.288581609,16.07918475,2.928595921,T-motor,3550,5.5,3.6,Gemfan,T-motor,30,
15.6503374,1300,9249,0.082719656,12.42365099,2.641959959,32.82278845,2.520189768,T-motor,3550,5.5,3.6,Gemfan,T-motor,30,
20.243891,1350,10302,0.102736986,12.38014144,3.589259606,44.43554158,2.312045314,T-motor,3550,5.5,3.6,Gemfan,T-motor,30,
24.9830328,1400,11273,0.122658379,12.3290022,4.784088807,58.98304143,2.079553317,T-motor,3550,5.5,3.6,Gemfan,T-motor,30,
29.7138582,1450,12023,0.139988874,12.27568806,5.931849463,72.81753359,1.922461081,T-motor,3550,5.5,3.6,Gemfan,T-motor,30,
34.291856,1500,12694,0.157606644,12.21333281,7.269480441,88.78458399,1.775157768,T-motor,3550,5.5,3.6,Gemfan,T-motor,30,
38.8986618,1550,13344,0.172790212,12.14708229,8.655392922,105.13777,1.64346468,T-motor,3550,5.5,3.6,Gemfan,T-motor,30,
43.6102388,1600,13976,0.189865058,12.07140972,10.22113414,123.383498,1.538820511,T-motor,3550,5.5,3.6,Gemfan,T-motor,30,
48.3158946,1650,14662,0.207077552,11.98657098,12.0523782,144.4666868,1.433393102,T-motor,3550,5.5,3.6,Gemfan,T-motor,30,
53.0001016,1700,15242,0.234668144,11.88755625,14.15631393,168.2839781,1.394477044,T-motor,3550,5.5,3.6,Gemfan,T-motor,30,
0.543654,1000,0,-0.000486277,12.46099887,-0.019806589,0.246809886,,PrimoPal,1400,6,4,Gemfan,Hobbywing,25-30,
11.5763766,1200,3351,0.009463171,12.45626246,0.10806114,1.346037917,7.030389368,PrimoPal,1400,6,4,Gemfan,Hobbywing,25-30,
17.1239926,1300,4700,0.019673285,12.44876437,0.276904174,3.447114811,5.707174261,PrimoPal,1400,6,4,Gemfan,Hobbywing,25-30,
22.0371852,1350,5369,0.02626323,12.44270811,0.408993837,5.088990939,5.160793221,PrimoPal,1400,6,4,Gemfan,Hobbywing,25-30,
26.9733822,1400,6024,0.033052807,12.43509667,0.57043178,7.093374326,4.659673271,PrimoPal,1400,6,4,Gemfan,Hobbywing,25-30,
32.1090422,1450,6654,0.040498718,12.42248564,0.766920656,9.52706084,4.250914222,PrimoPal,1400,6,4,Gemfan,Hobbywing,25-30,
37.1084052,1500,7250,0.049407299,12.40974688,0.991460321,12.30377162,4.015622267,PrimoPal,1400,6,4,Gemfan,Hobbywing,25-30,
42.2669282,1550,7847,0.057869089,12.39537268,1.245182482,15.43450092,3.749333362,PrimoPal,1400,6,4,Gemfan,Hobbywing,25-30,
47.4119262,1600,8436,0.06712188,12.38051532,1.526151439,18.89454127,3.552448259,PrimoPal,1400,6,4,Gemfan,Hobbywing,25-30,
52.5308342,1650,9008,0.076605731,12.36137844,1.858098227,22.96865537,3.335229241,PrimoPal,1400,6,4,Gemfan,Hobbywing,25-30,
57.5496692,1700,9578,0.086764325,12.340159,2.22447653,27.45039406,3.160767937,PrimoPal,1400,6,4,Gemfan,Hobbywing,25-30,
62.7213822,1750,10104,0.096965344,12.31628203,2.617488893,32.23773142,3.007821557,PrimoPal,1400,6,4,Gemfan,Hobbywing,25-30,
67.8154002,1800,10612,0.107353945,12.28930442,3.067400454,37.69621795,2.84787045,PrimoPal,1400,6,4,Gemfan,Hobbywing,25-30,
0.302036,1000,0,-0.000974786,12.53513044,0.0448504,0.562205613,,T-motor,2850,6.7,3,Lumenier,T-motor,50,
9.5511868,1200,5497,0.078375597,12.49921093,0.875344582,10.94111656,7.163400216,T-motor,2850,6.7,3,Lumenier,T-motor,50,
13.6773986,1250,6380,0.105452425,12.47563319,1.296341384,16.17267959,6.520405269,T-motor,2850,6.7,3,Lumenier,T-motor,50,
17.801505,1300,7273,0.139437832,12.44260862,1.878918755,23.37865069,5.964323334,T-motor,2850,6.7,3,Lumenier,T-motor,50,
21.9535268,1350,8033,0.17318147,12.39599727,2.636397642,32.68077798,5.299184438,T-motor,2850,6.7,3,Lumenier,T-motor,50,
26.0770492,1400,8766,0.211761953,12.34881332,3.451511017,42.62206522,4.968364427,T-motor,2850,6.7,3,Lumenier,T-motor,50,
30.733699,1500,10163,0.287513865,12.23817046,5.526451041,67.6336499,4.251047594,T-motor,2850,6.7,3,Lumenier,T-motor,50,
35.3807188,1600,11311,0.373533086,12.09108028,8.214871238,99.32666765,3.760652548,T-motor,2850,6.7,3,Lumenier,T-motor,50,
40.029716,1700,12463,0.464950812,11.9073981,11.57206749,137.7932145,3.374264933,T-motor,2850,6.7,3,Lumenier,T-motor,50,
,1000,0,3.72E-05,8.315907498,0.021832657,0.181558358,,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1200,4236,0.019462356,8.308624858,0.417457753,3.46849986,5.611173949,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1250,5167,0.03033999,8.303034953,0.618310067,5.133850095,5.909792777,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1300,6020,0.042312378,8.297733833,0.890616404,7.390097865,5.725550428,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1325,6423,0.047690025,8.2929219,1.016367482,8.42865615,5.658081653,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1350,6829,0.052914671,8.289503537,1.164657292,9.654430744,5.480869119,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1375,7185,0.059094178,8.283972159,1.311033274,10.86056314,5.441170675,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1400,7509,0.068901716,8.278492028,1.503275775,12.44485652,5.536561672,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1425,7861,0.075225195,8.273520392,1.695007045,14.02367535,5.364156878,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1450,8208,0.08107569,8.267289854,1.867319433,15.43767101,5.251808414,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1475,8591,0.087287704,8.261343372,2.032830407,16.79391001,5.197580781,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1500,8811,0.097392139,8.254453836,2.251324973,18.58345806,5.240797433,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1550,9403,0.109747222,8.242569461,2.674630463,22.04582737,4.978140301,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1600,10131,0.1288804,8.226106086,3.258675828,26.80621306,4.807855547,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1650,10873,0.148855064,8.20878881,3.940645182,32.34792408,4.601688321,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1700,11706,0.177179148,8.182977262,4.916602609,40.23244736,4.403886914,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1750,12522,0.202659253,8.157678693,5.895411334,48.09287143,4.213914608,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1800,13381,0.230849555,8.127551945,7.031619567,57.14985329,4.03937266,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
,1850,14230,0.26219974,8.092957368,8.345347509,67.53854161,3.882223888,BrotherHobby,2800,5.13,3,Gemfan,BrotherHobby,30,
0.2959714,1000,0,0.000497729,12.55979893,-0.001110969,0.013953551,,Lumenier,1700,7,3.5,Gemfan,Lumenier,55,
9.5718266,1200,3790,0.043405331,12.54651497,0.427080091,5.358366752,8.100477907,Lumenier,1700,7,3.5,Gemfan,Lumenier,55,
13.6972976,1250,4644,0.067522137,12.53558178,0.684490506,8.580486711,7.869266572,Lumenier,1700,7,3.5,Gemfan,Lumenier,55,
17.8475964,1300,5483,0.094176325,12.52220669,0.997667624,12.49300019,7.538327373,Lumenier,1700,7,3.5,Gemfan,Lumenier,55,
21.9992532,1350,6253,0.126451565,12.50557001,1.363615197,17.05278532,7.415302684,Lumenier,1700,7,3.5,Gemfan,Lumenier,55,
26.1498578,1400,6961,0.160829044,12.48506806,1.793603906,22.39326684,7.182026871,Lumenier,1700,7,3.5,Gemfan,Lumenier,55,
30.7741194,1500,8194,0.228660701,12.44330278,2.77082279,34.47818693,6.632039603,Lumenier,1700,7,3.5,Gemfan,Lumenier,55,
35.4245498,1600,9554,0.314285543,12.37829369,4.23797772,52.45893288,5.99107771,Lumenier,1700,7,3.5,Gemfan,Lumenier,55,
40.0765958,1700,10935,0.434597694,12.28971771,6.420958634,78.91176906,5.50738754,Lumenier,1700,7,3.5,Gemfan,Lumenier,55,
0.4653884,1000,0,0.000320609,16.0043131,-0.003664691,0.058650865,,XILO,2600,5.1,5.2,Gemfan,XILO,35-40,
10.7404684,1200,8898,0.06883606,15.93623092,1.795537877,28.61410624,2.405668719,XILO,2600,5.1,5.2,Gemfan,XILO,35-40,
15.9093254,1300,12352,0.135752946,15.83923436,3.926843647,62.19819683,2.182586528,XILO,2600,5.1,5.2,Gemfan,XILO,35-40,
20.5698894,1350,13795,0.166369136,15.76955844,5.173763416,81.58796454,2.039138216,XILO,2600,5.1,5.2,Gemfan,XILO,35-40,
25.1988162,1400,14976,0.200768915,15.69443234,6.591594411,103.4513325,1.94070883,XILO,2600,5.1,5.2,Gemfan,XILO,35-40,
29.9093226,1450,16052,0.235352766,15.60878766,8.07688626,126.0704026,1.866835996,XILO,2600,5.1,5.2,Gemfan,XILO,35-40,
34.5503854,1500,16995,0.263785673,15.52179705,9.583935687,148.7599047,1.773230989,XILO,2600,5.1,5.2,Gemfan,XILO,35-40,
39.1763104,1550,18098,0.297847303,15.41674906,11.59964414,178.828803,1.665544355,XILO,2600,5.1,5.2,Gemfan,XILO,35-40,
43.865234,1600,19175,0.338751565,15.28649264,14.14068646,216.1614994,1.567122572,XILO,2600,5.1,5.2,Gemfan,XILO,35-40,
0.5825842,1000,0,2.01E-05,11.53472764,0.144834547,1.670627058,,FlashHobby,3150,4,3,iFlight,iFlight,30,
10.8855482,1200,7746,0.012663827,11.52817501,0.528606838,6.093872144,2.078124801,FlashHobby,3150,4,3,iFlight,iFlight,30,
15.8843938,1300,11048,0.026742028,11.51168241,1.047106806,12.05396101,2.218526142,FlashHobby,3150,4,3,iFlight,iFlight,30,
20.4387334,1350,12672,0.034463247,11.49785563,1.395121335,16.04090369,2.148460411,FlashHobby,3150,4,3,iFlight,iFlight,30,
25.113248,1400,13994,0.043261872,11.47990276,1.752340992,20.11670418,2.150544734,FlashHobby,3150,4,3,iFlight,iFlight,30,
29.802826,1450,15407,0.051692009,11.45873937,2.208714251,25.30908095,2.042429323,FlashHobby,3150,4,3,iFlight,iFlight,30,
34.6131354,1500,16719,0.061478923,11.434898,2.711440512,31.00504568,1.982868326,FlashHobby,3150,4,3,iFlight,iFlight,30,
39.4764808,1550,17858,0.072109439,11.40704418,3.271259009,37.31539603,1.932431282,FlashHobby,3150,4,3,iFlight,iFlight,30,
44.2944046,1600,19153,0.084548811,11.37204169,4.019196235,45.70646716,1.849821611,FlashHobby,3150,4,3,iFlight,iFlight,30,
48.905481,1650,20447,0.098243323,11.33047271,4.928307121,55.84004934,1.759370274,FlashHobby,3150,4,3,iFlight,iFlight,30,
53.8070242,1700,21818,0.111850913,11.28490144,5.9278695,66.89542304,1.672026388,FlashHobby,3150,4,3,iFlight,iFlight,30,
58.6865198,1750,18635,0.126215563,11.22153674,7.432259583,83.40137398,1.513351128,FlashHobby,3150,4,3,iFlight,iFlight,30,
63.6761694,1800,24105,0.146740137,11.1461858,9.164143599,102.1452472,1.436583106,FlashHobby,3150,4,3,iFlight,iFlight,30,
0,1000,0,-0.00053582,8.170995072,0.049142724,0.401544958,,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
13.4009038,1250,7,0.022983274,8.16502592,0.328871106,2.685241101,8.559110063,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
17.5254422,1300,5287,0.043204853,8.158510956,0.628703105,5.12928117,8.423178848,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
21.4257006,1325,5951,0.055641181,8.153390088,0.839949824,6.848438573,8.124652119,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
25.3260064,1350,6575,0.06838294,8.147177313,1.057810121,8.618166619,7.93474327,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
29.2194712,1375,7129,0.080229827,8.140618602,1.296941281,10.55790432,7.599029571,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
33.1011098,1400,7615,0.092039038,8.13315192,1.534624409,12.48133346,7.374134988,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
36.9760044,1425,8105,0.104806696,8.125522178,1.81044014,14.71077151,7.124486668,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
40.8264922,1450,8623,0.119353871,8.115267157,2.138812217,17.35703254,6.876398388,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
44.7266146,1475,9164,0.135104252,8.105004169,2.533907995,20.53733486,6.578470519,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
48.6018278,1500,9676,0.150862229,8.093126597,2.955116251,23.91612993,6.307969946,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
52.7517818,1550,10733,0.186950579,8.067260326,4.013549525,32.37834885,5.773937992,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
56.87989,1600,11729,0.225546787,8.035694041,5.249824006,42.18597948,5.346486909,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
61.0266016,1650,12781,0.267778621,7.992516162,6.811481236,54.44087386,4.918705414,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
65.1767192,1700,13829,0.315670903,7.946560903,8.558617319,68.01157377,4.641429181,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
69.3273978,1750,14692,0.354607982,7.901448768,10.21112063,80.68264654,4.395096063,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
73.4771254,1800,15424,0.389796917,7.853840034,11.89565017,93.42653355,4.172229256,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
77.6271096,1850,15993,0.41697066,7.808117738,13.34739706,104.2180477,4.000944842,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
81.7771672,1900,15967,0.41206193,7.797108,13.20121829,102.9313247,4.00327044,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
85.9277422,1950,15885,0.411098803,7.786690376,13.16717558,102.5287194,4.009596585,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
90.0775898,2000,15886,0.412008794,7.774353346,13.13979982,102.1534467,4.033234384,MWD,900,6,3,MAS-SS,Hobbywing,30/40,
0.298122,1000,0,0.000119226,22.20458612,0.027716039,0.615423166,,FL,400-450,15,4.5-5.5,,Hobbywing,60,
8.8175082,1475,3904,0.340245865,22.18246075,1.873482266,41.55844684,8.187165078,FL,400-450,15,4.5-5.5,,Hobbywing,60,
12.982004,1502,4165,0.384058397,22.17860195,2.15214868,47.73164891,8.046200084,FL,400-450,15,4.5-5.5,,Hobbywing,60,
17.0130848,1530,4392,0.436820627,22.17203268,2.520083715,55.8753785,7.817765865,FL,400-450,15,4.5-5.5,,Hobbywing,60,
21.0008086,1557,4618,0.49614766,22.16593774,2.935379416,65.06543736,7.625364249,FL,400-450,15,4.5-5.5,,Hobbywing,60,
24.9854512,1585,4870,0.538905799,22.16038728,3.303668414,73.21057151,7.361038007,FL,400-450,15,4.5-5.5,,Hobbywing,60,
29.1074896,1612,5070,0.598387671,22.15226147,3.732936443,82.69298414,7.236256824,FL,400-450,15,4.5-5.5,,Hobbywing,60,
33.1030468,1640,5274,0.644533145,22.14589641,4.25448579,94.21940158,6.840768822,FL,400-450,15,4.5-5.5,,Hobbywing,60,
37.1666042,1667,5531,0.715399898,22.1376997,4.970899834,110.0442878,6.501018018,FL,400-450,15,4.5-5.5,,Hobbywing,60,
41.2342374,1695,5744,0.785986386,22.12686855,5.693365749,125.9763555,6.239157997,FL,400-450,15,4.5-5.5,,Hobbywing,60,
45.4604798,1722,5921,0.792725445,22.12247873,5.957344607,131.7912294,6.015009111,FL,400-450,15,4.5-5.5,,Hobbywing,60,
49.5105536,1750,6043,0.83938444,22.11529686,6.352653711,140.4908227,5.974656735,FL,400-450,15,4.5-5.5,,Hobbywing,60,
0.2984764,1000,0,-0.000683198,7.882317573,0.113702447,0.8962388,,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
9.5746986,1200,3761,0.028652916,7.875133658,0.505707233,3.982512054,7.194684004,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
13.7239602,1250,4529,0.04203759,7.870328872,0.738981355,5.816026295,7.227888595,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
17.8736946,1300,5227,0.057741863,7.863998383,1.013930334,7.973546508,7.241678893,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
21.7741412,1325,5569,0.065654091,7.859753534,1.166222194,9.166219013,7.162614237,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
25.6748582,1350,5852,0.074430892,7.855870992,1.316309726,10.34075939,7.197816829,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
29.575368,1375,6119,0.079153026,7.850856822,1.458901754,11.45362879,6.910737886,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
33.4506298,1400,6364,0.087130167,7.845906386,1.611312426,12.64220645,6.892006301,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
37.3518784,1425,6633,0.094956069,7.83998307,1.793347908,14.05981724,6.753720032,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
41.2278086,1450,6944,0.102974489,7.834007872,1.982455092,15.53056879,6.630439005,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
45.1277138,1475,7215,0.112902227,7.827287848,2.208968634,17.29023335,6.529826683,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
49.0260718,1500,7506,0.120728824,7.819768602,2.456352763,19.20811021,6.285304609,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
53.1529034,1550,8092,0.141069066,7.806545873,3.027443633,23.6338776,5.968934435,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
57.307031,1600,8723,0.16162422,7.789328434,3.65777087,28.49157864,5.672701485,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
61.4281224,1650,9355,0.187050056,7.766380009,4.476400991,34.76543117,5.380346206,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
65.5778514,1700,9898,0.210768937,7.741370554,5.510887288,42.66182058,4.940458099,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
69.705663,1750,10676,0.248581145,7.713789632,6.598132385,50.89660519,4.884041748,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
73.8557788,1800,11386,0.286180869,7.678578006,7.90514146,60.70024536,4.714657532,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
78.006493,1850,12068,0.321808292,7.638754682,9.351703684,71.4353703,4.504887301,T-Motor,2850,6,4.5,Master Airscrew (MAS),Hobbywing,30,
0.2987242,1000,0,-0.000522695,12.44608385,0.049857579,0.620531609,,T-motor,2850,6,4.2,Gemfan,T-motor,55,
9.574627,1200,5398,0.069088546,12.40767247,0.873420492,10.83711539,6.375178572,T-motor,2850,6,4.2,Gemfan,T-motor,55,
13.7002358,1250,6285,0.09703536,12.38468075,1.304369424,16.15419889,6.006819701,T-motor,2850,6,4.2,Gemfan,T-motor,55,
